"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"uniprot"	"alias"
"FBgn0000018"	147.137704044812	1.08455157682673	0.344974224578077	3.14386264119645	0.00166733683027754	0.00312189019077195	"abo"	"Q9VKM4"	"Abo"
"FBgn0000028"	146.397684937279	1.2825131611256	0.21390560518266	5.99569684034425	2.02614701023671e-09	6.66679587941770e-09	"acj6"	"P24350"	"ACJ6"
"FBgn0000032"	328.714583490696	0.937983909151247	0.112746737572539	8.31938847496819	8.84183072799079e-17	4.53014427811591e-16	"Acph-1"	"Q9VAD0"	"ACP"
"FBgn0000036"	10.381619876659	2.38310634107497	0.584637343014794	4.07621300546084	4.57750903384729e-05	0.000102892609189791	"nAChRalpha1"	"A0A0B4KGU3"	"ALS"
"FBgn0000037"	8.31410816403317	2.85342347335477	0.585208253799598	4.87591119029554	1.08307331387424e-06	2.85171855319046e-06	"mAChR-A"	"P16395"	"Acr60C"
"FBgn0000038"	30.8654926193158	2.7581966862112	0.322026875438263	8.56511333862251	1.07969589242946e-17	5.80857167054779e-17	"nAChRbeta1"	"E8NHB5"	"AChR"
"FBgn0000046"	926.858535460292	2.51461238683684	0.146273935484654	17.1911173272607	3.0950960717698e-66	7.18096238516097e-65	"Act87E"	"A0A0B4LH50"	"Act87e"
"FBgn0000057"	559.694237993694	2.12855938290298	0.314354092603327	6.77121574996937	1.27704664641282e-11	4.84659060694531e-11	"adp"	"Q7K7W5"	"CG5124"
"FBgn0000063"	140.008436517112	2.07707667654313	0.256944351994319	8.08376078486073	6.27994572153747e-16	3.09750451426475e-15	"Mps1"	"A0A0B4KG66"	"Ald/Mps1"
"FBgn0000108"	32.6082382370416	1.26434098905296	0.301360994850325	4.19543673752775	2.72346296582901e-05	6.25696388474582e-05	"Appl"	"M9NE22"	"APP"
"FBgn0000114"	3005.76411406843	1.6267299350267	0.348055319792072	4.67376834233853	2.95722881854315e-06	7.45090151600776e-06	"bru1"	"Q960Z4"	"ARET"
"FBgn0000119"	130.037267850352	1.59759347075152	0.372357988112685	4.29047723361327	1.7828956379743e-05	4.17082553760955e-05	"arr"	"A1Z9D7"	"Arr"
"FBgn0000120"	104.206948326862	1.34692383079154	0.315630562681405	4.26740623388591	1.97758848701159e-05	4.60421491261494e-05	"Arr1"	"M9NES0"	"3H10"
"FBgn0000140"	427.278247624034	3.52891412869845	0.17290129573714	20.4099923812221	1.36305944881812e-92	5.47423653954138e-91	"asp"	"H0RNM3"	"ASP"
"FBgn0000147"	532.487523615575	1.42345465728239	0.275171031857089	5.17298150054425	2.30387831548316e-07	6.41899444605857e-07	"aurA"	"Q9VGF9"	"87A7-9/2"
"FBgn0000179"	13.0667350162849	2.7728887147609	0.554265232755917	5.0028191394462	5.64979417743452e-07	1.52491573598089e-06	"bi"	"E1JJD8"	"BI"
"FBgn0000182"	8.83680624737854	1.89167920670826	0.491470340233739	3.84902007679364	0.000118591288382819	0.000255351550876546	"BicC"	"E2QCR4"	"BG:DS00913.2"
"FBgn0000239"	402.602664686577	1.53801058599474	0.185920367030266	8.27241582276117	1.31271541253973e-16	6.66653513427042e-16	"bur"	"Q9VIE7"	"CG9242"
"FBgn0000247"	301.92166792279	2.96601369436941	0.213863808087126	13.8687032691435	9.80330546011937e-44	1.29328222031575e-42	"ca"	"Q9VAG5"	"CG18133"
"FBgn0000251"	463.612190108745	3.41556337726776	0.356655457019031	9.57664690122912	1.00246687582004e-21	6.43190451012744e-21	"cad"	"M9PDI3"	"38E.19"
"FBgn0000256"	2066.94270592084	3.8658261890997	0.133946171988062	28.8610426988854	3.6828915594701e-183	7.66222570184182e-181	"capu"	"B7Z010"	"CG15420"
"FBgn0000261"	928.431810207167	2.17483003441473	0.195038856760233	11.1507525758742	7.1003279368546e-29	5.90113044182198e-28	"Cat"	"P17336"	"CAT"
"FBgn0000274"	539.144616360898	1.13120170414051	0.296761627940151	3.81181931098127	0.000137947704444379	0.000295376129087837	"Pka-C2"	"A0A0C4DHB5"	"CG12066"
"FBgn0000283"	235.679914114871	1.59172754573719	0.27491373006759	5.78991651434015	7.04214181025729e-09	2.21876419349492e-08	"Cp190"	"Q24478"	"AbS1-4"
"FBgn0000287"	170.979923731386	2.34200805553133	0.177236068909112	13.2140600383793	7.27899182831549e-40	8.45949499021538e-39	"salr"	"Q9VKH3"	"32F"
"FBgn0000320"	292.084658201749	1.26412153257187	0.318843495111853	3.96470855435957	7.34856750822107e-05	0.000161714357979597	"eya"	"M9ND38"	"24582246"
"FBgn0000337"	6.49864903570628	4.0343285929075	0.920705901260019	4.38177770706844	1.17714878683778e-05	2.79865029107498e-05	NA	NA	NA
"FBgn0000346"	415.172792052215	2.99388327047675	0.151533572664283	19.7572275096396	6.9519856025413e-87	2.52801287340549e-85	"comt"	"M9PH10"	"CG 1618"
"FBgn0000352"	72.5871872975065	1.34241987598642	0.243938789235892	5.50310133206524	3.73167789400213e-08	1.10858436687222e-07	"cos"	"A0A0B4KED9"	"CG1708"
"FBgn0000376"	28.2673163462513	1.74015194755685	0.416039196495898	4.18266346587854	2.88113719505903e-05	6.60128401200473e-05	NA	NA	NA
"FBgn0000404"	664.973853102	0.643140193863392	0.107773086892515	5.9675398785303	2.40857433055347e-09	7.8867099486284e-09	"CycA"	"M9NFR3"	"0033/02"
"FBgn0000405"	1252.99608947954	1.70658540628186	0.430674795083167	3.96258482215637	7.41426523705944e-05	0.00016304702845871	"CycB"	"P20439"	"2g"
"FBgn0000411"	90.8212231418183	3.18495226623508	0.278789890322291	11.4242028739032	3.16546834426024e-30	2.78206085574839e-29	"D"	"M9PFL2"	"CG5893"
"FBgn0000454"	556.112282031145	0.658315399852929	0.160344788778115	4.10562391749387	4.03225053313496e-05	9.12179884420959e-05	"Dip-B"	"Q9VFQ9"	"CG9285"
"FBgn0000459"	22.4074533040785	2.92499217294672	0.372747748685401	7.8471088913683	4.25737578539191e-15	2.01605806314958e-14	"disco"	"P23792"	"CG9908"
"FBgn0000482"	65.8774906007504	0.745559578716862	0.261268886746259	2.85361027101915	0.00432255234570178	0.00763713097860243	NA	NA	NA
"FBgn0000489"	545.672053637506	2.88654964072297	0.245626351825156	11.751791366334	6.91374536283782e-32	6.45639016922552e-31	"Pka-C3"	"P16912"	"5-23"
"FBgn0000492"	3.45416654576229	3.034998119096	1.03002249310294	2.94653576928506	0.0032135524970405	0.00578075049467625	"Dr"	"Q03372"	"153515_at"
"FBgn0000499"	552.755700433803	2.18917086501625	0.309368019922218	7.07626750032746	1.48088878448021e-12	5.98724420638365e-12	"dsh"	"P51140"	"CG1720"
"FBgn0000541"	803.386581732733	2.24444473339284	0.246183989461736	9.116940294534	7.72751346261816e-20	4.61071336878642e-19	"E(bx)"	"E1JHV6"	"CG10894"
"FBgn0000543"	181.638374952539	0.347772139124615	0.122553365508362	2.83772002247369	0.00454370189303604	0.00800334777578354	"ecd"	"Q9W032"	"CG5714"
"FBgn0000557"	116.739632786086	1.24539967236526	0.21669990750207	5.74711676955082	9.07780417658958e-09	2.83271238763458e-08	"Ef1alpha100E"	"A4V3Q6"	"CG1873"
"FBgn0000560"	45.230344551615	2.06718604990474	0.288404277333938	7.16766779263534	7.62861413988532e-13	3.14640045659033e-12	"eg"	"M9PIJ7"	"CG7383"
"FBgn0000577"	16.2611584236637	3.14960828371952	0.43359339051655	7.26396746953941	3.75898445910665e-13	1.57912187257605e-12	"en"	"P02836"	"153867_at"
"FBgn0000581"	530.837663020685	1.78036320438005	0.475996115424473	3.74028935675747	0.000183808531010446	0.000387108208936868	"E(Pc)"	"A0A0B4KEK1"	"CG7776"
"FBgn0000606"	4.69437780811343	2.44345456443763	0.774094732816175	3.15653170193819	0.00159657531001797	0.00299558504722621	"eve"	"F9W320"	"10.5"
"FBgn0000615"	9744.81363458711	3.20540551198196	0.370497234011668	8.65163142319441	5.0768382027198e-18	2.78436273252882e-17	"exu"	"E1JGN9"	"CG8994"
"FBgn0000709"	81.6843998470762	2.92457205956585	0.209072134740293	13.9883397813808	1.83649132948821e-44	2.49005464343322e-43	"fliI"	"Q24020"	"15"
"FBgn0000810"	112.61980042544	1.60812045232579	0.212919487467706	7.55271615318773	4.26273351856452e-14	1.90420102372764e-13	"fs(1)K10"	"P13468"	"CG3218"
"FBgn0000996"	120.644540796283	1.00806582527826	0.180182014423205	5.59470837589012	2.20992907383372e-08	6.68085037542252e-08	"dup"	"Q7JVY2"	"19k"
"FBgn0001075"	25.37171218173	2.7099045512951	0.331982585984219	8.16279125985216	3.27369966530718e-16	1.63762406197924e-15	"ft"	"P33450"	"79/18"
"FBgn0001086"	535.719382085351	1.95995049338038	0.295293438325483	6.63729781635058	3.1948573588033e-11	1.1848607463639e-10	"fzy"	"Q24044"	"BG:DS02740.14"
"FBgn0001089"	158.438307661574	1.71725154240883	0.333085456631409	5.15558847803174	2.52835620916939e-07	7.01669990172069e-07	"Gal"	"M9PCA6"	"CG9092"
"FBgn0001108"	399.440729369063	2.31040614513485	0.166853154396995	13.8469431607968	1.32741913814542e-43	1.74211750591557e-42	"DCTN1-p150"	"P13496"	"CG9206"
"FBgn0001114"	63.5451806782692	0.998146082575526	0.239026839256876	4.17587449877477	2.96843452964399e-05	6.79149136753415e-05	"Glt"	"M9NCS8"	"CG9280"
"FBgn0001124"	1603.07282889393	1.55325731963563	0.192806471019387	8.05604351048697	7.88035924470777e-16	3.86286748453404e-15	"Got1"	"Q7K221"	"BEST:GH07823"
"FBgn0001147"	48.0891189593409	3.53866035672601	0.357327366077987	9.90313279267195	4.03435411610639e-23	2.72195577286051e-22	"gsb-n"	"P09083"	"BSH-4"
"FBgn0001179"	133.657984695105	0.69720674286157	0.180281010953417	3.86733322147679	0.000110032030317478	0.00023776885693157	"hay"	"B7Z0G1"	"CG8019"
"FBgn0001206"	70.49063402809	1.7644738474752	0.273533535688103	6.45066734883706	1.1135868889804e-10	3.98323878468158e-10	"Hmr"	"Q86CW5"	"BcDNA:LD22117"
"FBgn0001215"	2628.7074608924	1.30050734109486	0.174174577190841	7.46668866415511	8.22380326523714e-14	3.59766588207944e-13	"Hrb98DE"	"A4V3J5"	"CG9983"
"FBgn0001216"	536.806172770803	2.30920085874617	0.34914258920763	6.61391915545693	3.74276195443652e-11	1.37919256573037e-10	"Hsc70-1"	"P29843"	"143191_at"
"FBgn0001217"	2396.03639024655	1.89609390899549	0.459715263623888	4.12449631114872	3.71546946868063e-05	8.42921398409473e-05	"Hsc70-2"	"P11146"	"CG7756"
"FBgn0001220"	2826.58145358461	1.85186985303646	0.143239815953093	12.9284573616242	3.10996213038358e-38	3.46519134299368e-37	"Hsc70-5"	"A0A0B4LFD2"	"CG8542"
"FBgn0001222"	271.002855714223	0.697606097155211	0.141678084748763	4.92388147674547	8.48442364941775e-07	2.25499100596357e-06	"Hsf"	"Q4H2F7"	"CG5748"
"FBgn0001230"	1210.56805891109	2.88275926849484	0.112739827398873	25.5700166924653	3.28918927975873e-144	3.3129445356681e-142	"Hsp68"	"O97125"	"68"
"FBgn0001233"	11764.3798623092	0.535026719580463	0.176074372177656	3.03864050720925	0.0023764825423451	0.00436026311188401	"Hsp83"	"M9PBL3"	"143198_at"
"FBgn0001247"	301.58622935797	1.94513942088008	0.177664939032904	10.9483583619154	6.76627652976944e-28	5.4074820805607e-27	"Ide"	"P22817"	"CG5517"
"FBgn0001259"	2.34360143215176	5.59600987190737	1.55340995698134	3.60240376132377	0.000315288142307761	0.000645374486133515	"in"	"Q9VPH0"	"B"
"FBgn0001269"	98.2487200275886	2.78902995058035	0.260464565160828	10.7079055028396	9.34521722687349e-27	7.16617231578559e-26	"inv"	"P05527"	"CG17835"
"FBgn0001291"	338.240225579444	0.632841787267778	0.214304776254309	2.95299898737116	0.003147029953765	0.00566751201124332	"Jra"	"A0A0B4KEI6"	"AP-1"
"FBgn0001296"	22.0778246433051	1.16185541627123	0.381860535875145	3.04261715238129	0.00234530506166235	0.0043074191805437	"kar"	"C8VV48"	"CG12286"
"FBgn0001301"	307.491858817684	2.82017637044635	0.209796346727566	13.4424474707776	3.40969735706981e-41	4.1133525816134e-40	NA	NA	NA
"FBgn0001311"	41.5610150157892	2.01297737334107	0.311310382169247	6.46614275860127	1.00536104845871e-10	3.60628520802416e-10	"kkv"	"Q8IPN4"	"Blimp"
"FBgn0001313"	113.633109479669	3.1638369345923	0.40416930640034	7.82799902043636	4.95695800224288e-15	2.34035543178811e-14	"kl-2"	"Q5LJP0"	"CG17866"
"FBgn0001320"	13.5267803686754	3.54304360700663	0.514880359059523	6.88129493515412	5.93109085450451e-12	2.30611133684181e-11	"kni"	"X2JGX8"	"CG4717"
"FBgn0001323"	4.5567899802056	2.5731145642576	0.836936079734265	3.07444573912334	0.00210894080508066	0.00390097183461284	"knrl"	"A0A0S0WNG8"	"CG4761"
"FBgn0001324"	387.317040654932	1.07194772724301	0.20900523115987	5.12880812262096	2.9158234754902e-07	8.0550099537323e-07	"kto"	"M9NDW3"	"Brm @ Kto"
"FBgn0001325"	5.54126515120081	1.71883654067232	0.573283733007432	2.99823009394554	0.00271552568871562	0.0049352336410554	"Kr"	"B5RIE4"	"CG3340"
"FBgn0001341"	97.6150749028661	1.17124570872751	0.249850936389478	4.68777794333226	2.76187459013178e-06	6.98365220628859e-06	"l(1)1Bi"	"Q9W5E4"	"CG6189"
"FBgn0001612"	125.791157804533	1.64426073131713	0.18093910742688	9.08737063369012	1.01463026018517e-19	6.01994980458623e-19	"Grip91"	"Q9XYP8"	"CG10988"
"FBgn0001961"	836.494308249125	0.643642192046962	0.0797314872874773	8.07262242238461	6.88041273717846e-16	3.38315839006323e-15	"Arpc1"	"O97182"	"34Dd"
"FBgn0001965"	203.824890806924	4.08245498397105	0.271916795436683	15.0136183291468	5.97948724932634e-51	9.48570908515007e-50	"Sos"	"P26675"	"2.3"
"FBgn0001974"	126.696297624088	0.937293748807649	0.144412623448608	6.49038654949167	8.56164175668376e-11	3.08243391586024e-10	"l(2)35Bd"	"Q9VJQ4"	"BG:DS00929.5"
"FBgn0001978"	838.031068916628	3.29238842117481	0.151580341092193	21.720418343513	1.31575483982763e-104	7.0456728574905e-103	"stc"	"M9PDG3"	"151662_s_at"
"FBgn0001981"	28.3876904708048	1.46132645942707	0.387647925886907	3.76972598546395	0.00016342687452679	0.000346599342349514	"esg"	"H9ZJM4"	"4B7"
"FBgn0001986"	351.666560369232	2.20609936123812	0.189347040212412	11.6510897596461	2.26543071591402e-31	2.07435650906673e-30	"Mtr4"	"Q9Y134"	"BG:DS09217.2"
"FBgn0001990"	67.3992237226172	0.588063852867498	0.20651350196876	2.8475806533776	0.00440529300056685	0.00777682201560633	"wek"	"M9PFY1"	"BG:DS09217.5"
"FBgn0001991"	9.67252892742596	2.20755962502615	0.514305982156524	4.29230788988626	1.76825522075923e-05	4.13886518012825e-05	"Ca-alpha1D"	"M9PDI1"	"BG:DS02795.1"
"FBgn0002021"	253.688381746411	0.546241785137433	0.164982262511054	3.3109121963995	0.00092992382253744	0.00180366741054479	"l(2)37Bb"	"Q9VJ10"	"Bb"
"FBgn0002022"	385.379406473745	0.553618465075077	0.0935390428554307	5.91858167643133	3.24729733907399e-09	1.05211770564687e-08	"Catsup"	"Q2EJP5"	"Bc"
"FBgn0002023"	216.206673717511	1.32612425221008	0.362378616553801	3.65949918574512	0.000252708646103108	0.000523697816409951	"Lim3"	"Q9VJ00"	"CG10699"
"FBgn0002036"	570.692265191321	1.47356954148569	0.251050885299341	5.86960503934763	4.36834524724135e-09	1.39679187535248e-08	"CG10561"	"B5RIP2"	"C2"
"FBgn0002183"	689.791350557927	1.99378691103312	0.142774766457375	13.9645608289498	2.56481558998384e-44	3.45175765137698e-43	"dre4"	"Q8IRG6"	"CG1828"
"FBgn0002283"	195.753350272289	0.426679816494835	0.131911305119084	3.2345962774733	0.0012181484308138	0.00232508974815128	"l(3)73Ah"	"Q9VV77"	"CG4195"
"FBgn0002306"	181.181254462462	3.84247196410069	0.284407873351588	13.510427537815	1.35730907196101e-41	1.66110023454746e-40	"sas"	"A0A0B4KFQ8"	"CG2507"
"FBgn0002431"	1497.32124701537	2.67028830952207	0.214000623909857	12.4779463757398	9.84943091488808e-36	1.02710869137917e-34	"hyd"	"A0A0B4LGZ6"	"CG9484"
"FBgn0002441"	335.178795936029	1.31521493968683	0.273410905839289	4.81039677495497	1.50630980015299e-06	3.91412319282178e-06	"l(3)mbt"	"Q9VB52"	"CG5954"
"FBgn0002466"	180.734364525593	2.16761344020073	0.17572853472983	12.3350111780837	5.86807801021553e-35	5.98166891788316e-34	"sti"	"M9PI41"	"CG10522"
"FBgn0002521"	409.912700091348	0.39537516644193	0.131874136048311	2.99812516911646	0.00271646080749236	0.00493622624683355	"pho"	"Q8ST83"	"CG17743"
"FBgn0002525"	831.566390427111	0.879085287572876	0.145223483363227	6.05332737663471	1.41884104798372e-09	4.71745133349789e-09	"Lam"	"M9NE89"	"2459"
"FBgn0002542"	577.224728291327	1.94595057796565	0.133484338668154	14.5781190316516	3.87034192585717e-48	5.67844039087321e-47	"lds"	"A0A0C5K8A0"	"CG2684"
"FBgn0002552"	143.592638472928	2.16647974379493	0.15534332104635	13.9463977543554	3.30901135127558e-44	4.4391821415474e-43	"lin"	"Q9V4Z9"	"CG11770"
"FBgn0002562"	45.8662425441614	5.59441635152131	0.975588641447565	5.73440086717327	9.78576391947106e-09	3.0446464795785e-08	"Lsp1alpha"	"P11995"	"CG2559"
"FBgn0002563"	76.3266069464709	3.94340550056543	0.837284335307349	4.70975669109812	2.48012681832435e-06	6.30009796864578e-06	"Lsp1beta"	"P11996"	"CG4178"
"FBgn0002564"	55.3666145277019	5.62404189818454	0.880903483844243	6.38440192521586	1.72068615947053e-10	6.09467710015085e-10	"Lsp1gamma"	"P11997"	"CG6821"
"FBgn0002565"	157.831514342585	4.72121906749422	0.634815784673952	7.43714819554949	1.0288211350875e-13	4.47456100938845e-13	"Lsp2"	"Q24388"	"C23"
"FBgn0002638"	589.378892041377	1.6760389973261	0.229941453367623	7.28898148976427	3.12306952476991e-13	1.31896423756589e-12	"Rcc1"	"P25171"	"BJ1"
"FBgn0002645"	648.576645465049	1.33745797971279	0.397854544739704	3.36167576164757	0.00077471034580029	0.00151843227776857	"Map205"	"A0A0B4KI71"	"205-kDa MAP"
"FBgn0002673"	820.13077304175	2.49404120574233	0.22957286689061	10.863832645043	1.71401159354206e-27	1.34690533335247e-26	"twe"	"M9PBC2"	"BG:DS02740.1"
"FBgn0002707"	34.2797670532387	0.89515128893599	0.232071038058634	3.85722965012906	0.00011467940807117	0.000247348125056291	"mei-9"	"Q24087"	"CG3697"
"FBgn0002715"	480.648492210217	1.05644944074441	0.280289319173653	3.7691391304493	0.000163811561907744	0.000347299119975139	"mei-S332"	"A0A0B4LG47"	"BEST:LD13774"
"FBgn0002719"	1644.62251077834	2.04808344844908	0.131732117604242	15.5473356512955	1.65863732016406e-54	2.9074262748898e-53	"Men"	"Q2QBM1"	"CG10120"
"FBgn0002774"	365.217145674579	1.60222119995597	0.302239172227414	5.30116989187096	1.1506294952934e-07	3.28962354691788e-07	"mle"	"P24785"	"CG11680"
"FBgn0002775"	185.579012157523	2.14601807493463	0.194409217502239	11.0386642285102	2.48702818101336e-28	2.02455898943173e-27	"msl-3"	"P50536"	"CG8631"
"FBgn0002781"	263.312658888256	0.961694857469564	0.175650692117303	5.47504166295754	4.37408687140465e-08	1.29367365381022e-07	"mod(mdg4)"	"Q86B87"	"BcDNA:GH07769"
"FBgn0002783"	218.494935980142	1.72774579067921	0.216298209062655	7.98779517484925	1.3737344157688e-15	6.67204878320776e-15	"mor"	"A0A0B4JDA0"	"BAP155"
"FBgn0002787"	1050.01442808042	0.842783094523172	0.0844151208975024	9.98379301673318	1.79471943407505e-23	1.22852126957101e-22	"Rpn8"	"A0A0B4KFH4"	"CG3416"
"FBgn0002791"	390.536108790825	1.56712193528936	0.202405381502475	7.74249144788768	9.74873325396897e-15	4.52032055996055e-14	"mr"	"Q9W1E5"	"APC2"
"FBgn0002865"	6234.05155077126	1.68364420810262	0.405128614493899	4.15582644095847	3.24113804709614e-05	7.39142550866075e-05	"Mst98Ca"	"Q9VAW8"	"CG11719"
"FBgn0002869"	1.14673608016963	5.36589470757239	1.72162499680747	3.11676161621883	0.0018284936147951	0.00340604909223025	"MtnB"	"A0A0B4LHD1"	"CG4312"
"FBgn0002872"	160.087920922438	2.39806301112371	0.228879268122885	10.4774147120926	1.0970159697375e-25	8.13689635998749e-25	"mu2"	"A2VEF9"	"CG1960"
"FBgn0002873"	1744.61283935352	3.59268861379854	0.160171980231846	22.430194148803	1.99763373461739e-111	1.23067814204026e-109	"mud"	"M9NGE4"	"CG12047"
"FBgn0002878"	140.388345291779	3.38440653857134	0.220599257499544	15.3418763822373	4.01421832299952e-53	6.75655765745184e-52	"mus101"	"Q9VY97"	"CG11156"
"FBgn0002887"	170.555587965184	2.52173041558559	0.201404521036312	12.5207239768512	5.75081844309146e-36	6.07690565039748e-35	"mus201"	"Q4U2Q5"	"55A11T"
"FBgn0002891"	158.306274408824	2.4171172374067	0.224287149538516	10.776886871941	4.4261264470097e-27	3.4293022429182e-26	"mus205"	"Q9GSR1"	"154926_at"
"FBgn0002899"	65.8910142107197	0.576991497726705	0.200218662925852	2.88180676713631	0.0039540213400968	0.0070192313368539	"mus301"	"Q9VSE2"	"CG7972"
"FBgn0002901"	190.549749297463	2.57192484052266	0.205840854585277	12.4947248480119	7.97718031630627e-36	8.37372997470992e-35	"mus304"	"Q9VVN4"	"ATRIP"
"FBgn0002905"	157.417237148788	1.87252173299224	0.275677346491808	6.79243962850567	1.10252959186799e-11	4.19934065137956e-11	"mus308"	"O18475"	"0443/09"
"FBgn0002906"	122.75888710782	1.52465856617311	0.240855595053221	6.33017707492415	2.44880007247763e-10	8.58737820387224e-10	"Blm"	"Q9VGI8"	"BLM"
"FBgn0002914"	484.634202413845	1.66419197842178	0.149826586462316	11.107454409237	1.1540249260268e-28	9.51639398064076e-28	"Myb"	"P04197"	"CG9045"
"FBgn0002917"	35.5578804957712	3.33183353256575	0.328221750943304	10.1511661643085	3.27427194557375e-24	2.3059814240442e-23	"na"	"A8JUW5"	"CG1517"
"FBgn0002924"	297.836864813038	1.21873191684524	0.264792562670963	4.60259119271283	4.17266762579881e-06	1.03489006916187e-05	"ncd"	"A0A0B4LI25"	"CG7831"
"FBgn0002931"	73.3591347546988	1.53209033096894	0.223025803968959	6.86956533147248	6.43978203901965e-12	2.49854093112804e-11	"net"	"Q9VPI8"	"CG11450"
"FBgn0002932"	150.691060282744	1.48126960135665	0.292007153749124	5.07271682333261	3.92175882811268e-07	1.07404059748766e-06	"neur"	"E1JIG1"	"0328/12"
"FBgn0002938"	16.4207271144289	2.70528260035093	0.505621578505417	5.35040970432386	8.77553304936132e-08	2.52826991894312e-07	"ninaC"	"M9PCU0"	"2.2"
"FBgn0002962"	45.1567758609978	1.96714365555152	0.324128726127263	6.06901979671852	1.2869328361896e-09	4.287861544784e-09	"nos"	"A0A0B4KGY5"	"CG5637"
"FBgn0002973"	408.683950869614	1.38073107713623	0.222448534525939	6.20696863694206	5.40163730095635e-10	1.84976198020607e-09	"numb"	"M9PCN6"	"CG3779"
"FBgn0002989"	73.6025130680306	1.28627654148916	0.204963008904911	6.27565212065121	3.48171875810239e-10	1.20695145476857e-09	"okr"	"O76460"	"CG3736"
"FBgn0003009"	293.677456582219	1.59035377686512	0.208745569442053	7.61862290594196	2.56396286822827e-14	1.16336262998516e-13	"ord"	"D4G7E4"	"CG3134"
"FBgn0003011"	8.23339470804375	4.05748792006085	0.750817749093652	5.40409163869507	6.51376387560844e-08	1.90212096975027e-07	"ort"	"Q9VDU9"	"CG7411"
"FBgn0003023"	20.289087875786	2.65853376913877	0.375582330137243	7.07843142718483	1.45795236114878e-12	5.90015096152398e-12	"otu"	"H5V8A9"	"CG12743"
"FBgn0003044"	438.704169707999	1.54857361578352	0.380385848847546	4.07106000519006	4.67996911791712e-05	0.000105084019949551	"Pcl"	"A0A0B4KEZ1"	"CG5109"
"FBgn0003048"	247.609043060312	1.9006469932982	0.390748740482881	4.86411546957109	1.14969784202776e-06	3.01837304782257e-06	"pcx"	"M9PGB7"	"CG3443"
"FBgn0003071"	1687.93191647393	0.592647239381121	0.0992488345045306	5.97132694141681	2.3533160437039e-09	7.71330937774954e-09	"Pfk"	"A0A0B4K7L1"	"BcDNA.GH12192"
"FBgn0003074"	1614.34731136698	1.11653874069427	0.134448680667177	8.3045719389261	1.00179956234087e-16	5.11417467645535e-16	"Pgi"	"P52029"	"CG8251"
"FBgn0003079"	73.4359383254327	1.59917440448406	0.226799520974742	7.05104842202095	1.77574681910917e-12	7.15201614767201e-12	"Raf"	"P11346"	"11-29"
"FBgn0003082"	88.6574953643089	5.17228708144307	0.308213252767862	16.7815207003402	3.3319335046045e-63	7.25309916070938e-62	"phr"	"Q7JY97"	"C2PHR"
"FBgn0003116"	87.3577735476609	1.3805122078687	0.191073316614959	7.22503922748478	5.00957211780857e-13	2.08926979122933e-12	"pn"	"O18399"	"CG3461"
"FBgn0003124"	1622.42882347635	3.00030023491596	0.180528058700916	16.6195784550402	5.02849505493438e-62	1.06007692262744e-60	"polo"	"P52304"	"0256/04"
"FBgn0003132"	741.025318764385	0.913214695206483	0.162428683611811	5.62225017712374	1.8848603111151e-08	5.73776977893062e-08	"Pp1-13C"	"B4F4X2"	"13C"
"FBgn0003145"	34.7253640020201	2.67435375191803	0.394733271296935	6.77509079265392	1.24328157739897e-11	4.72268377694414e-11	"prd"	"P06601"	"CG6716"
"FBgn0003159"	795.613162146305	4.07718326272516	0.150697056344665	27.0554937277613	3.29131317617337e-161	4.5901159910787e-159	"CG2841"	"Q9W4Z1"	"Dmel\CG2841"
"FBgn0003187"	714.851382639959	3.3316888190857	0.120033289620506	27.756373499544	1.45964774559732e-169	2.43741967623363e-167	"qua"	"M9NF69"	"CG6433"
"FBgn0003189"	443.812035787167	1.59799911746287	0.308393649274739	5.18168620275077	2.19888924816452e-07	6.13725609158916e-07	"r"	"P05990"	"ACT"
"FBgn0003218"	660.39925402051	1.29081685766043	0.160045864948981	8.06529339618932	7.30601931608509e-16	3.58826204103854e-15	"rdgB"	"P43125"	"CG11111"
"FBgn0003227"	16.552968056576	1.3105565511964	0.328145590221308	3.99382649120026	6.50154483698407e-05	0.000143822739282142	"rec"	"A0A0B4KH79"	"CG14875"
"FBgn0003231"	662.715784253962	1.51172845598706	0.184160500883053	8.20875512793619	2.23493499398803e-16	1.12553809558341e-15	"ref(2)P"	"P14199"	"CG10360"
"FBgn0003254"	306.604477013751	4.14899012985603	0.232274391671543	17.8624518182921	2.31254112283897e-71	6.12702701251553e-70	"rib"	"Q7KF43"	"CG7230"
"FBgn0003268"	131.610887080472	2.19551812943021	0.203183188928673	10.8056091697672	3.23800566742836e-27	2.51798590228758e-26	"rod"	"Q9V9W7"	"CG1569"
"FBgn0003302"	704.810177971651	1.89632388934789	0.384641343080612	4.93010936931569	8.21835936018126e-07	2.18748319295429e-06	"rux"	"M9NDP7"	"CG4336"
"FBgn0003317"	202.745105677638	1.0821465486636	0.2311456756322	4.68166469350486	2.84554650910482e-06	7.1809168317855e-06	"sax"	"A0A0B4K7J3"	"Bkr43E"
"FBgn0003321"	795.383700241718	3.07896354123554	0.105430873844658	29.2036234639589	1.7442896799408e-187	3.75199666578453e-185	"sbr"	"Q9U1H9"	"CG1664"
"FBgn0003334"	297.000005637117	2.72427156093856	0.147131286754962	18.5159228946027	1.53640994236839e-76	4.55574265855075e-75	"Scm"	"A0A0B4K6M7"	"CG9495"
